Brand,Name,Ingredients,has_palm,palm_matches
KATE SOMERVILLE,Age Arrest Eye Cream,"Water, Isocetyl Stearate, Caprylic/Capric Triglyceride, Glycerin, Glyceryl Stearate, Polymethylsilsesquioxane, Decyl Oleate, Propanediol, Stearic Acid, Dimethicone, Tocopheryl Acetate, Tocopherol, Kappaphycus Alvarezii Extract, Tocotrienols, Hydrolyzed Hyaluronic Acid, Sodium Hydroxide, Ascophyllum Nodosum Extract, Asparagopsis Armata Extract, Adenosine, Chrysanthellum Indicum Extract, Sea Whip Extract, Tripleurospermum Maritimum Extract, Aniba Rosaeodora (Rosewood) Wood Extract, Camellia Sinensis Leaf Extract, Rubus Idaeus (Raspberry) Fruit Extract, Passiflora Incarnata Fruit Extract, Prunus Armeniaca (Apricot) Fruit Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Cupressus Sempervirens Seed Extract, Fucus Vesiculosus Extract, Cananga Odorata Flower Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Coriandrum Sativum (Coriander) Seed Extract, Cucumis Melo Cantalupensis Fruit Extract, Cucumis Sativus (Cucumber) Fruit Extract, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Mentha Piperita (Peppermint) Leaf Extract, Prunus Persica (Peach) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Rose Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Santalum Album (Sandalwood) Wood Extract, Vanilla Planifolia Fruit Extract, Jojoba Esters, Acacia Decurrens/Jojoba/Sunflower Seed Wax Polyglyceryl-3 Esters, Diamond Powder, Elaeis Guineensis (Palm) Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Butylene Glycol, Sorbitol, Cetyl Alcohol, Ethylhexylglycerin, Myristyl Alcohol, Stearyl Alcohol, Xanthan Gum, Disodium EDTA, Isopropyl Titanium Triisostearate, Potassium Sorbate, Sorbic Acid, Phenoxyethanol, Mica, Titanium Dioxide (CI 77891), Tin Oxide.",True,"['Glyceryl Stearate', 'Stearic Acid', 'Elaeis Guineensis']"
SUPERGOOP!,Advanced Anti-Aging Eye Cream Broad Spectrum Sunscreen SPF 37,"Water, Ethylhexyl Stearate, Cyclopentasiloxane, Propanediol, Butylene Glycol, C12-15 Alkyl Benzoate, Potassium Cetyl Phosphate, Adipic Acid/Diethylene Glycol/Glycerin, Crosspolymer Isohexadecane, Cetearyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Mica, Phenoxyethanol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer Imperata, Cylindrica Root Extract, Titanium Dioxide, Ceteareth-20, Squalane, Glycerin, Triethoxycaprylylsilane, Xanthan Gum, Helianthus Annuus (Sunflower) Seed Oil, Polysorbate 60, Trisodium Ethylenediamine Disuccinate, Chlorphenesin, Citric Acid, Dimethicone, Dipotassium Glycyrrhizate, Ethylhexylglycerin, Oleth-3 Phosphate, PEG-8, Punica Granatum Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil Avena Sativa (Oat) Peptide, Silica, Camellia Sinensis Leaf Extract, Carbomer, Olea Europaea (Olive) Fruit Extract Euterpe Oleracea Fruit Extract Methylisothiazolinone, Tocotrienols, Lauroyl Lysine.",True,['Glyceryl Stearate']
TATA HARPER,Illuminating Eye Crème,"Aloe Barbadensis Leaf Juice, Shea Butter Ethyl Esters, Aqua/Water/Eau, Lavendula Angustifolia (Lavender) Flower Water, Propanediol, Caprylic/Capric Triglyceride, Olea Europea (Olive) Oil, Carthamus Tinctorius (Safflower) Oleosomes, Cetearyl Alcohol, Mica, Mangifera Indica (Mango) Seed Butter, Glycerin, Cetearyl Olivate, Centella Asiatica (Gotu Kola) Extract, Leuconostoc Ferment Filtrate, Silybum Marianum (Milk Thistle) Ethyl Ester, Beta Vulgaris/ Beet Root Extract/ Extrait De Racine De Betterave, Euphrasia Officinalis (Eyebright) Extract, Diamond Powder, Hyaluronic Acid, Sodium Hyaluronate, Polygonum Fagopyrum (Buckwheat) Seed Extract, Pheonix Dactylifera (Date) Seed Extract, Lavandula Stoechas (Spanish Lavender) Extract, Leuconostoc/ Radish Root Ferment Filtrate, Narcissus Tazetta (Daffodil) Bulb Extract, Borago Officinalis (Borage) Leaf Extract, Calendula Officinalis (Calendula) Flower Extract, Medicago Sativa (Alfalfa) Extract, Spiraea Ulmaria Flower Extract, Sabucus Nigra Fruit Extract, Lactobacillus/ Arundinaria Gigantea Ferment Filtrate, Oryza Sativa (Rice) Extract, Arnica Montana (Arnica) Extract, Menyanthes Trifoliata (Buckbean) Flower Extract, Cetearyl Glucoside, Sorbitan Olivate, Sclerotium Gum, Hydrolyzed Corn Starch, Cetyl Palmitate, Sorbitan Palmitate, Hydrogenated Vegetable Oil, Sodium Phytate, Superoxide Dismutase, Soybean Peroxidase, Iron Oxides, Aroma, Citral, Citronellol, Eugenol, Geraniol, Limonene, Linalool.",True,['Cetyl Palmitate']
SK-II,Ultimate Revival Eye Cream,"Water, Galactomyces Ferment Filtrate*, Glycerin, Niacinamide, Isopropyl Isostearate, Isohexadecane, Butylene Glycol, Caprylic/Capric Triglyceride, Pentylene Glycol, Dimethicone, Stearyl Alcohol, Inositol, Petrolatum, Polyacrylamide, Cetyl Alcohol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Behenyl Alcohol, C13-14 Isoparaffin, Panthenol, Tocopheryl Acetate, Titanium Dioxide, Benzyl Alcohol, Polymethylsilsesquioxane, Dimethiconol, Methylparaben, Cetearyl Alcohol, Cetearyl Glucoside, Laureth-7, PEG-100 Stearate, Stearic Acid, Xanthan Gum, Disodium EDTA, Crithmum Maritimum Extract, Propylparaben, Ethylparaben, Palmaria Palmata Extract, Oryza Sativa (Rice) Bran Extract, Peg-7 Glyceryl Cocoate, Sodium Hydroxide, Fragrance, Polyquaternium-7, Litchi Chinensis Pericarp Extract, Saccharomyces Cerevisiae Extract, Palmitoyl Dipeptide-7, Methylsilanol Tri-PEG-8 Glyceryl Cocoate, Methicone, Hexapeptide-3, Ci 77492. *Pitera.",True,['Stearic Acid']
ALGENIST,Dark Circle Corrector Set,"Water, Dodecane, Hexyl Laurate, Triethylhexanoin, Steareth-2, Mannitol, Steareth-21, Butylene Glycol, Glyceryl Stearate, Glycerin, Sorbitan Sesquioleate, Chlorella Protothecoides Oil, Algae Exopolysaccharides, Pongamia Glabra Seed Oil, Dunaliella Salina Extract, Haematococcus Pluvialis Extract, Halidrys Siliquosa Extract, Chondrus Crispus Extract, Aphanizomenon Flos-Aquae Extract, Algae Extract, Phaeodactylum Tricornutum Extract, Lysine, Olea Europaea (Olive) Fruit Oil, Tocopheryl Acetate, Evodia Rutaecarpa Fruit Extract, Magnesium Chloride, Hydrogenated Starch Hydrolysate, Cellulose, Dimethicone, Carbomer, Hydrogenated Lecithin, Polymethyl Methacrylate, Sodium Hydroxide, BHT, Disodium EDTA, Propanediol, Arginine PCA, Hydroxypropyl Methylcellulose, Citric Acid, Aluminum Hydroxide, Zinc Chloride, Galactoarabinan, Potassium Chloride, Sodium Chloride, Sodium Benzoate, Potassium Sorbate, Dehydroacetic Acid, Benzyl Alcohol, Phenoxyethanol, Beta-Carotene (CI 40800), Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891).",True,['Glyceryl Stearate']
PERRICONE MD,PRE:EMPT SERIES™ Brightening Eye Cream,"Water, Caprylic/Capric Triglyceride, Cetyl Alcohol, Hexylene Glycol, Stearyl Alcohol, Glycerin, Polysorbate 20, Dimethyl MEA, Tetrahexyldecyl Ascorbate, Butyrospermum Parkii (Shea) Butter, Tetrahydrobisdemethoxydiferuloylmethane, Persea Gratissima (Avocado) Oil, Sodium Hyaluronate, Caffeine, Olea Europaea (Olive) Leaf Extract, Lepidium Sativum Sprout Extract, Tetrahydrodiferuloylmethane, Tetrahydrodemethoxydiferuloylmethane, Epigallocatechin Gallatyl Glucoside, N-Hydroxysuccinimide, Acetyl Tyrosine, Lecithin, Carbomer, Citric Acid, Glyceryl Stearate, PEG-100 Stearate, PEG-12 Glyceryl Dimyristate, Caprylyl Glycol, Steareth-20, Phenoxyethanol, Iron Oxides (CI 77491), Silica, Titanium Dioxide (CI 77891).",True,['Glyceryl Stearate']
PHILOSOPHY,Time In A Bottle For Eyes 100% In-Control,"Water, Propanediol, Bis-Peg-18 Methyl Ether Dimethyl Silane, Glycerin, Methyl Methacrylate Crosspolymer, Benzophenone-4, Polyethylene, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Ptfe, Xanthan Gum, Phenoxyethanol, 3-O-Ethyl Ascorbic Acid, Propylene Glycol, Sodium Citrate, Bifida Ferment Lysate, Citric Acid, Caffeine, Caprylyl Glycol, 1,2-Hexanediol, Sodium Hydroxide, Polysorbate 60, Plantago Lanceolata Leaf Extract, Carnosine, Oryza Sativa (Rice) Extract, Caprylic/Capric Triglyceride, Disodium Edta, Adenosine, Ginkgo Biloba Leaf Extract, Physalis Pubescens Fruit Juice, Peg-8, Lecithin, Alcohol, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Glucose, Tocopherol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Lactic Acid, Silica, Hydrolyzed Soy Flour, Sodium Carbonate, Sodium Phosphate, Saccharomyces/Grape Ferment Extract, Bht, Sodium Chloride, Ascorbyl Palmitate, Potassium Sorbate, Sodium Benzoate, Bacillus Ferment, Camellia Sinensis Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Pongamia Pinnata Seed Extract, Punica Granatum Fruit Extract, Angelica Archangelica Root Extract, Citrus Aurantium Amara (Bitter Orange) Peel Extract, Hydrolyzed Vegetable Protein, Maltodextrin, Trisodium Edta, Acetic Acid, Magnesium Aluminum Silicate, Potassium Chloride, Potassium Phosphate, Ascorbic Acid, Sclerotium Gum, Plankton Extract, Micrococcus Lysate, Sorbic Acid, Retinyl Palmitate, Titanium Dioxide (Ci 77891), Mica, Fd & C Red 40 (Ci 16035).",True,['Ascorbyl Palmitate']
DR. BRANDT SKINCARE,Do Not Age with Dr. Brandt Triple Peptide Eye Cream,"Water, Shea Butter, Lecithin, Methylsilanol Hydroxyproline Aspartate, Cyclopentasiloxane, Cetyl Palmitate, Siloxanetriol Alginate, C12-16 Alcohols, Glycerin, Cetyl Alcohol, Cetyl Lactate, Octyldodecyl Stearate, Glyceryl Stearate Citrate, Acetyl Hexapeptide-8, Jojoba Seed Oil, Dimethicone, Bis-Hydroxyethoxypropyl Dimethicone, Palmitic Acid, Butylene Glycol, Phenoxyethanol, Polyglyceryl-3-Stearate, Propylene Glycol, Betaine, Tocopheryl Acetate, Acetyl Citrull Amido Arginine, Palmitoyl Oligopeptide, Camellia Oleifera Leaf Extract, Lavender Oil, Xanthan Gum, Glyceryl Polymethacrylate, Caffeine, Sodium Acrylates Copolymer, Tetrasodium Edta, Bht, Ascorbic Acid Polypeptide, Retinyl Palmitate, Sodium Pca, Hydrogenated Polyisobutene, Phospholipids, Ethylhexylglycerin, Disodium Edta, Ceramide 3, Polyglyceryl-10 Stearate, Sunflower Seed Oil, Grape Fruit Extract, Sorbic Acid.",True,"['Cetyl Palmitate', 'Glyceryl Stearate']"
ALGENIST,ELEVATE Firming & Lifting Contouring Eye Cream,"Water, Glycerin, Isostearyl Neopentanoate, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, Dimethicone, Sorbitan Stearate, Pentylene Glycol, Cetearyl Alcohol, Cetyl Alcohol, Di-C12-15 Alkyl Fumarate, Glyceryl Stearate, Neopentyl Glycol Diheptanoate, PEG-100 Stearate, Algae Exopolysaccharides, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Arginine/Lysine Polypeptide, Hydrolyzed Rice Protein, Hydrolyzed Lupine Protein, Acetyl Dipeptide-1 Cetyl Ester, Albizia Julibrissin Bark Extract, Sigesbeckia Orientalis Extract, Gold, Caffeine, Medicago Sativa (Alfalfa) Extract, Chamomilla Recutita (Matricaria) Extract, Adenosine, Silica, Citrullus Lanatus (Watermelon) Fruit Extract, Lens Esculenta (Lentil) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aminomethyl Propanol, Synthetic Fluorphlogopite, Polymethylsilsesquioxane, Sodium Stearoyl Glutamate, Sorbitan Laurate, Hydroxyethylcellulose, Carbomer, Siloxanetriol Alginate, Acetyl Hydroxyproline, Polysorbate 20, Sodium PCA, Sorbic Acid, Sodium Lactate, Disodium EDTA, Tin Oxide, Ethylhexylglycerin, Sodium Benzoate, Chlorphenesin, Caprylyl Glycol, Phenoxyethanol, Titanium Dioxide (CI 77891).",True,['Glyceryl Stearate']
NATURALLY SERIOUS,Zero Baggage Anti-Dark Circle Eye Cream,"Water, Glycerin (natural humectant - plant based oil), Cetyl Alcohol (emollient - non-drying fatty alcohol from coconut oil), Pyrus Malus (Apple) Fruit Extract, Aluminum Starch Octenylsuccinate (viscosity- complex carbohydrate from plants), Caprylic/Capric Triglyceride (emollient-coconut oil), Stearyl Alcohol (emollient- non-drying fatty alcohol), Caffeine, Sodium Hyaluronate (humectant - natural fermentation), Tocopheryl Acetate (antioxidant - Vitamin E), Sodium PCA, Hydrogenated Olive Oil, Maltodextrin (binder - corn/rice/potato starch), Aspalathus Linearis Leaf (Red Tea) Extract, Camellia Sinensis (Green Tea) Leaf Extract, Lycium Barbarum Fruit (Goji Berry) Extract, Punica Granatum (Pomegranate) Extract, Vitis Vinifera (Grape Seed) Extract, Leuconostoc/Radish Root Ferment Filtrate (antimicrobial - fermented radish), Pinus Cembra Wood (Swiss Pine) Extract, Citrus Aurantium Dulcis (Orange) Peel Extract, Olea Europaea (Olive) Fruit Oil, Olea Europaea (Olive) Oil Unsaponifiables, Cera Alba (Beeswax), Avena Sativa (Oat) Bran Extract, Coleus Barbatus Root (ViaPure Coleus) Extract, Leontopodium Alpinum (Edelweiss) Extract, Peucedanum Ostruthium (Imperatoria) Leaf Extract, Cetearyl Olivate (emulsifier - fatty acids from olive oil), Palmitic Acid (emollient - fatty acid), Stearic Acid (emollient - fatty acid), Sodium Phytate (chelating - natural plant acid), Glyceryl Caprylate (natural emollient - plant derived), Sorbitan Olivate (emulsifier - fatty acids from olive oil), Caprylhydroxamic Acid (chelating - amino acid from coconut oil), Xanthan Gum (thickener - sugar).",True,['Stearic Acid']
DERMADOCTOR,Kakadu C™ Eye Soufflé,"Water, Isodecyl Neopentanoate, Glycerin, Cetyl Alcohol, Tetrahexyldecyl Ascorbate, Isononyl Isononanoate, Sodium Acrylate/Sodium Acryloyldimethyl Taurate, Copolymer, Polysorbate 80, Caprylic/Capric Triglyceride, Epigallocatechin Gallatyl Glucoside, Palmitoyl Tripeptide-38, Propyl Gallate, Gallyl Glucoside, Caffeine, Terminalia Ferdinandiana (Kakadu) Fruit Extract, Pleiogynium Timorense Fruit Extract, Podocarpus Elatus Fruit Extract, Grevillea Speciosa Flower Extract, Banksia Serrata Flower Extract, Anigozanthos Manglesii Flower Extract, Tocopheryl Acetate, Hydroxypropyl Cyclodextrin, Butylene Glycol, Sorbitol, Glyceryl Stearate, Alcohol Denat., Sodium Phytate, Phenoxyethanol, Ethylhexylglycerin.",True,['Glyceryl Stearate']
PHILOSOPHY,Take a Deep Breath Oxygenating Eye Gel Cream,"Water, Glycerin, Pentylene Glycol, Dimethicone, Caprylic/Capric Triglyceride, Polyglyceryl-2 Diisostearate, Phenoxyethanol, Bisabolol, Hydrolyzed Soy Protein, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Polysilicone-11, Polyacrylamide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caffeine, Cetearyl Alcohol, Cetyl Alcohol, C13-14 Isoparaffin, Butylene Glycol, Glucosyl Hesperidin, Disodium Edta, Sodium Hydroxide, Laureth-7, Cetearyl Glucoside, Adenosine, Malachite Extract, Faex/Yeast Extract/Extrait De Levure, Ectoin, Hesperidin Methyl Chalcone, Sodium Hyaluronate, Steareth-20, Lecithin, Alcohol, Alteromonas Ferment Extract, Hordeum Vulgare/Hordeum Vulgare Extract/Extrait D'orge, Sodium Citrate, Camellia Sinensis Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Ethylhexylglycerin, Pongamia Pinnata Seed Extract, Angelica Archangelica Root Extract, Chlorhexidine Digluconate, Citrus Aurantium Amara (Bitter Orange) Peel Extract, Maltodextrin, Rosmarinus Officinalis (Rosemary) Leaf Extract, Magnesium Aluminum Silicate, Xanthan Gum, Peg-8, Sorbic Acid, Citric Acid, Dipeptide-2, Farnesol, Potassium Sorbate, Caprylyl Glycol, Sclerotium Gum, Tocopherol, Palmitoyl Tetrapeptide-7, Ascorbyl Palmitate, Ascorbic Acid.",True,['Ascorbyl Palmitate']
SKIN LAUNDRY,Wrinkle Release Eye Cream with Peptides,"Water, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea) Butter, Glycerin , Cetearyl Alcohol, Squalane, Coffea Arabica (Coffee) Seed Extract, Dimethicone, Glyceryl Stearate, Ceteareth-20, Tocopherol, Sodium PCA , Palmitoyl Oligopeptide, Chrysin , Palmitoyl Tetrapeptide-7, PEG-100 Stearate, Sodium Hydroxide, Steareth-20 , Disodium EDTA, Butylene Glycol, N-Hydroxysuccinimide, Sodium Hyaluronate, Acetyl Tetrapeptide-5, Carbomer , Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polysorbate 20, Chlorphenesin, Caprylyl Glycol, Phenoxyethanol.",True,['Glyceryl Stearate']
DERMADOCTOR,Photo Dynamic Therapy Energizing Eye Renewal Cream,"Water, Cyclopentasiloxane, Caprylic/Capric Triglyceride, Yeast Amino Acids, Butyl Methoxydibenzoylmethane, Butylene Glycol, Glycerin, Polysilicone-11, Aminobutyric Acid, Barium Sulfate, Cetyl Alcohol, Stearic Acid, Propanediol, Euglena Gracilis Extract, Glyceryl Stearate, PEG-100 Stearate, Tricalcium Phosphate, Dimethicone, Sodium Stearoyl Glutamate, Steareth-20, Tocopheryl Acetate, Cyclohexasiloxane, Portulaca Oleracea Extract, Panax Ginseng Root Extract, Centella Asiatica Extract, Sorbitan Laurate, Caffeine, Xanthan Gum, Morinda Citrifolia Extract, Zizyphus Jujuba Seed Extract, Hydroxyethylcellulose, Acetyl Dipeptide-1 Cetyl Ester, Phytoecdysteroids, Glaucium Flavum Leaf Extract, Disodium EDTA, Phenoxyethanol, Methylparaben, Ethylparaben, Propylparaben, Butylparaben, Diazolidinyl Urea.",True,"['Stearic Acid', 'Glyceryl Stearate']"
CLARINS,Mission Perfection Eye Broad Spectrum SPF 15,"Water, Dimethicone , Phenyl Trimethicone , Titanium Dioxide , Butylene Glycol , Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer ,Alcohol , Polyglyceryl-3 Polydimethylsiloxyethyl Dime- Thicone , Glycerin , Betaine , Cetyl Peg/Ppg-10/1 Dimethi- Cone , Aluminum Hydroxide , Stearic Acid , C12-15 Alkyl Benzoate , Ci 77891/Titanium Dioxide , Mica , Ascorbyl Glu- Coside , Sodium Chloride , Silica , Ci 77492/Iron Oxides , Tromethamine , Phenoxyethanol , Ethylhexylglycerin , Sodium Citrate , Synthetic Fluorphlogopite , Disodium Edta , Stearalkonium Hectorite , Avena Sativa (Oat) Kernel Extract , Bisabolol , Escin, Parfum/Fragrance , Ci 77491/Iron Oxides , Propylene Carbonate , Triethoxycaprylylsilane , Spergularia Rubra Extract ,Diospyros Mespiliformis Leaf Extract , Maltodextrin , Citric Acid , Ci 77499/Iron Oxides , Sanicula Europaea Extract , Malpighia Emarginata (Ace- Rola) Fruit Extract , Sodium Lauroyl Glutamate , Sodium Benzoate , Ethylene Brassylate , Jania Rubens Extract , Lapsanacommunis Flower/Leaf/Stemextract , Furcellaria Lumbricalis Extract , Lysine , Magnesium Chloride , Potassium Sorbate , Sea Salt.",True,['Stearic Acid']
DR. BRANDT SKINCARE,Xtend Your Youth Eye Cream,"Water, Glyceryl Stearate, Peg-100 Stearate, Isopropyl Palmitate, Squalane, Phenyl Trimethicone, Rice Bran Oil, Camellia Oleifera Leaf Extract, Cyclopentasiloxane, Cetyl Alcohol, Peg-40 Stearate, Sorbitan Stearate, Glycosaminoglycans, Cetyl Phosphate, Butylene Glycol, Carob Gum, Phenoxyethanol, Hydrogenated Castor Oil, Sodium Hyaluronate, Peg-20 Methyl Glucose Sesquistearate, Cholesterol, Corn Starch, Silica, Triethanolamine, Magnesium Aluminum Silicate, Willow Bark Extract, Ahnfeltia Concinna Extract, Simethicone, Hydroxyethylcellulose, Disodium Edta, Osmanthus Fragrans Flower Extract, Propanediol, Ethylhexylglycerin, Hydrolyzed Casein, Xanthan Gum, Aloe Vera Leaf Powder, Bis-Diglyceryl Polyacyladipate-2, Geranium Maculatum Oil, Grape Seed Oil, Rose Extract, Grape Seed Extract, Bht, Camellia Sinensis Leaf Extract, Phospholipids, Lecithin, Ascorbic Acid, Tocopheryl Acetate, Wine Extract, Sucrose, Mineral Salts, 1,2-Hexanediol, Carbomer.",True,"['Glyceryl Stearate', 'Isopropyl Palmitate']"
KLORANE,BB Eye Cream with Soothing Cornflower,"Water, Butylene Glycol, Centaurea Cyanus Flower Water, Isodecyl Neopentanoate, Glycerin, Dimethicone, Arachidyl Alcohol, 1,2-Hexanediol, Alcohol, Arachidyl Glucoside, Benenyl Alcohol, Caffeine, Caprylyl Glycol, Citric Acid, Coco Caprylate, Dimethicone Crosspolymer, Disodium EDTA, Glyceryl Stearate, Helianthus Annuus (Sunflower) Seed Oil (Helianthus Annuus Seed Oil), Hydroxyethyl Acrylates/Sodium Acryloyldimethyl Taurate Copolymer, Iron oxides (CI 77492) (CI77491), Isohexadecane, Mica, PEG-100 Stearate, Phenethyl Alcohol, Polymethyl Methacrylate, Polysorbate 60, Propylene Gylcol, Sodium Dextran Sulfate, Sodium Hyaluronate, Sodium Hydroxide, Sorbitan Isostearate, Talc, Tin Oxide, Titanium Dioxide (CI77891), Titanium Dioxide, Tocopherol, Tocopheryl Acetate, Viburnum Prunifolium Extract, Xanthan Gum.",True,['Glyceryl Stearate']
KENZOKI,Ice-Cold Eye Cream,"Water, Ethylene/Acrylic Acid Copolymer, Propylene Glycol Dicaprylate/Dicaprate, Glycerin, Butylene Glycol, Squalane, Caprylic/Capric Triglyceride, Steareth-21, Zingiber Officinale (Ginger) Water, Phenoxyethanol, Stearalkonium Hectorite, Cetyl Alcohol, Stearyl Alcohol, Steareth-2, Glyceryl Hydroxystearate, Mangifera Indica (Mango) Seed Butter, Sodium Polyacrylate, Caprylyl Glycol, Palmitic Acid, Stearic Acid, Dimethicone, Propylene Carbonate, Tetrasodium Edta, Glyceryl Acrylate/Acrylic Acid Copolymer, Avena Sativa (Oat) Kernel Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Saccharomyces Cerevisiae Extract, Fragrance, Tromethamine, Sodium Hyaluronate, Cyathea Medullaris Leaf Extract, Xanthan Gum, Benzyl Benzoate, Ethylhexylglycerin, Limonene, Linalool, Geraniol, Citral, BHT.",True,['Stearic Acid']
PERRICONE MD,Vitamin C Ester Brightening Eye Serum,"Cyclotetrasiloxane, Cyclopentasiloxane, Tetrahexyldecyl Ascorbate, Squalane, Tocopheryl Acetate, Bisabolol, Elaeis Guineensis (Palm) Oil, Tocotrienols, Fragrance, Ethoxydiglycol, Tocopherol, Ascorbyl Palmitate, Dimethyl MEA (DMAE).",True,"['Elaeis Guineensis', 'Ascorbyl Palmitate']"
PHILOSOPHY,Uplifting Miracle Worker Eye Cream,"Water, Glycerin, Butyrospermum Parkii (Shea) Butter, Caprylic/Capric Triglyceride, Dimethicone, Pentylene Glycol, Squalane, C10-18 Triglycerides, Paraffin, Cetyl Alcohol, Glyceryl Stearate, Acrylates Crosspolymer, Cetearyl Alcohol, Pvp, Helianthus Annuus (Sunflower) Seed Oil, Aluminum Starch Octenylsuccinate, Phenoxyethanol, Peg-75 Stearate, Xanthan Gum, Albizia Julibrissin Bark Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tocopheryl Acetate, Ceteth-20, Steareth-20, Microcristallina Cera/Microcrystalline Wax/Cire Microcrystalline, Glucosyl Hesperidin, Sorbitol, Disodium Edta, Sodium Hydroxide, Adenosine, Laminaria Digitata Extract, Secale Cereale (Rye) Seed Extract, Pseudoalteromonas Ferment Extract, Lecithin, Biosaccharide Gum-1, Sodium Benzoate, Citric Acid, Saccharide Isomerate, Caprylyl Glycol, Solum Diatomeae/Diatomaceous Earth/Terre De Diatomees, Hydrolyzed Yeast Protein, Potassium Sorbate, Glyceryl Caprylate, Salicylic Acid, Sigesbeckia Orientalis Extract, Tocopherol.",True,['Glyceryl Stearate']
SEPHORA COLLECTION,Eye Mask - Grape - Smoothing,"Water, Butylene Glycol, Glycerin, Aloe Barbadensis Leaf Juice, 1,2-Hexanediol, Hydroxyacetophenone, Glycosyl Trehalose, Xanthan Gum, Hydrolyzed Sclerotium Gum, Dipotassium Glycyrrhizate, (Fragrance), Phosphatidylcholine, Phenoxyethano, Polysorbate 80, Vitis Vinifera (Grape) Fruit Extract, Mesembryanthemum Crystallinum Callus Extract, Ascorbyl Palmitate, Citric Acid, Potassium Sorbate, Tocopheryl Acetate, Sodium Benzoate, Astaxanthin.",True,['Ascorbyl Palmitate']
TATCHA,Silken Pore Perfecting Sunscreen Broad Spectrum SPF 35 PA+++,"Water, Isododecane, Cyclopentasiloxane, Propanediol, Hdi/Trimethylol Hexyllactone Crosspolymer, Glycerin, Dimethicone, Octyldodecyl Neopentanoate, Behenyl Alcohol, Dimethicone/Vinyl Dimethicone Crosspolymer, Rosa Multiflora Fruit Extract, Eriobotrya Japonica Leaf Extract, Stearyl Glycyrrhetinate, Glycyrrhiza Inflata Root Extract, Camellia Sinensis Leaf Extract, Pistacia Lentiscus (Mastic) Gum, Sericin, Algae Extract, Lecithin, Inositol, Polyhydroxystearic Acid, Sorbitan Tristearate, Sodium Dilauramidoglutamide Lysine, Silica, Potassium Sorbate, Beheneth-20, Sodium Acrylate/Acryloyldimethyltaurate/Dimethylacrylamide Crosspolymer, Polymethylsilsesquioxane, Methicone, Trimethylsiloxysilicate, Dimethiconol, Disodium Edta, Fragrance, Ethylhexylglycerin, Alcohol, Phenoxyethanol, Iron Oxides (Ci77491), Tin Oxide (Ci 77861), Mica (Ci 77019), Titanium Dioxide (Ci 77891).",True,['stearic Acid']
SHISEIDO,Ultimate Sun Protection Lotion WetForce SPF 50+,"Water, Dimethicone, Sd Alcohol 40-B, Talc, Methyl Methacrylate Crosspolymer, Isododecane, Cetyl Ethylhexanoate, Diisopropyl Sebacate, Triethylhexanoin, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Glycerin, Dextrin Palmitate, Sucrose Tetrastearate Triacetate, Polybutylene Glycol/Ppg-9/1 Copolymer, Trimethylsiloxysilicate, Xylitol, Silica, Sodium Chloride, Peg/Ppg-14/7 Dimethyl Ether, Saxifraga Sarmentosa Extract, Sophora Angustifolia Root Extract, Disteardimonium Hectorite, Isostearic Acid, Calcium Stearate, Trisodium Edta, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Alcohol, Bht, Butylene Glycol, Stearic Acid, Sodium Metabisulfite, Syzygium Jambos Leaf Extract, Tocopherol, Polysilicone-2, Methylparaben, Fragrance, Iron Oxides.",True,"['stearic Acid', 'Stearic Acid']"
